target,feature_alt_pos,weight,value,asset_id,label,prediction,feature,alt_pos,token,lemma,context,X,Y,Z,weight_abs,weight_mean,weight_sum,weight_prod
0-low-CTR,Silky◊PROPN,-0.02905663140406861,1.0,717381305,0-low-CTR,0-low-CTR,Silky,PROPN,Silky,Silky,"Chef Inspired, Cat Adored, Every <span style=""color: #FF0000"">Silky </span>Broth, Every Impeccable Paté, Every",-12.440026,-1.6215796,4.6257133,0.02905663140406861,0.20241720231271956,106.87628282111594,21.63359816223326
0-low-CTR,Details◊PROPN,-0.03021241717653822,1.0,717381305,0-low-CTR,0-low-CTR,Details,PROPN,Details,Details,"In Your Cat Closer Together, Fancy Feast, Love Is In The <span style=""color: #FF0000"">Details</span>.",-11.901907,-1.3746814,4.6877437,0.03021241717653822,0.20241720231271956,106.87628282111594,21.63359816223326
0-low-CTR,Broth◊PROPN,-0.033423382593132746,1.0,717381305,0-low-CTR,0-low-CTR,Broth,PROPN,Broth,Broth,"Inspired, Cat Adored, Every Silky <span style=""color: #FF0000"">Broth</span>, Every Impeccable Paté, Every Delicious",-12.087166,-1.9571855,4.8063154,0.033423382593132746,0.20241720231271956,106.87628282111594,21.63359816223326
0-low-CTR,Delicious◊PROPN,-0.05189446046499643,1.0,717381305,0-low-CTR,0-low-CTR,Delicious,PROPN,Delicious,Delicious,"Broth, Every Impeccable Paté, Every <span style=""color: #FF0000"">Delicious </span>Detail, Brings You In Your Cat",-12.765589,-1.489921,5.1846576,0.05189446046499643,0.20241720231271956,106.87628282111594,21.63359816223326
0-low-CTR,Detail◊PROPN,-0.06275174610119692,1.0,717381305,0-low-CTR,0-low-CTR,Detail,PROPN,Detail,Detail,", Every Impeccable Paté, Every Delicious <span style=""color: #FF0000"">Detail</span>, Brings You In Your Cat Closer",-12.708168,-1.6261396,5.3344707,0.06275174610119692,0.20241720231271956,106.87628282111594,21.63359816223326
0-low-CTR,Inspired◊PROPN,-0.07531665460796745,1.0,717381305,0-low-CTR,0-low-CTR,Inspired,PROPN,Inspired,Inspired," Fancy Feast, Chef <span style=""color: #FF0000"">Inspired</span>, Cat Adored, Every Silky Broth, Every",-12.492263,-2.5046706,5.336606,0.07531665460796745,0.20241720231271956,106.87628282111594,21.63359816223326
0-low-CTR,Fancy◊PROPN,-0.07861984816088236,2.0,717381305,0-low-CTR,0-low-CTR,Fancy,PROPN,Fancy,Fancy," <span style=""color: #FF0000"">Fancy </span>Feast, Chef Inspired, Cat Adored, Every Silky Broth, Every<br>You In Your Cat Closer Together, <span style=""color: #FF0000"">Fancy </span>Feast, Love Is In The Details",-12.892103,-2.0014148,6.034022,0.07861984816088236,0.20241720231271956,106.87628282111594,21.63359816223326
0-low-CTR,Cat◊PROPN,-0.20639024143522536,2.0,717381305,0-low-CTR,0-low-CTR,Cat,PROPN,Cat,Cat,"Delicious Detail, Brings You In Your <span style=""color: #FF0000"">Cat </span>Closer Together, Fancy Feast, Love<br> Fancy Feast, Chef Inspired, <span style=""color: #FF0000"">Cat </span>Adored, Every Silky Broth, Every",-12.564747,-2.2424614,5.4231253,0.20639024143522536,0.20241720231271956,106.87628282111594,21.63359816223326
0-low-CTR,Chef◊PROPN,-0.22796162176820794,1.0,717381305,0-low-CTR,0-low-CTR,Chef,PROPN,Chef,Chef," Fancy Feast, <span style=""color: #FF0000"">Chef </span>Inspired, Cat Adored, Every Silky Broth, Every",-12.384774,-2.1045988,5.559808,0.22796162176820794,0.20241720231271956,106.87628282111594,21.63359816223326
0-low-CTR,Inspired◊PROPN,0.06088444952499235,1.0,717381347,0-low-CTR,0-low-CTR,Inspired,PROPN,Inspired,Inspired," Fancy Feast Chef <span style=""color: #FF0000"">Inspired </span>Cat Adored Every Silky Broth Every impeccable paté Every delicious",-11.811375,-2.2806787,5.8079085,0.06088444952499235,0.20241720231271956,106.87628282111594,21.63359816223326
0-low-CTR,Love◊PROPN,-0.03667819549012691,1.0,717381347,0-low-CTR,0-low-CTR,Love,PROPN,Love,Love,"you and your cat closer together. Fancy Feast <span style=""color: #FF0000"">Love </span>is in the details.",-11.205741,-3.8068447,3.4077623,0.03667819549012691,0.20241720231271956,106.87628282111594,21.63359816223326
0-low-CTR,Fancy◊PROPN,-0.052395738566451425,2.0,717381347,0-low-CTR,0-low-CTR,Fancy,PROPN,Fancy,Fancy," <span style=""color: #FF0000"">Fancy </span>Feast Chef Inspired Cat Adored Every Silky Broth Every impeccable paté Every delicious<br>you and your cat closer together. <span style=""color: #FF0000"">Fancy </span>Feast Love is in the details.",-12.368563,-2.2207747,6.106415,0.052395738566451425,0.20241720231271956,106.87628282111594,21.63359816223326
0-low-CTR,Chef◊PROPN,-0.08021887289962168,1.0,717381347,0-low-CTR,0-low-CTR,Chef,PROPN,Chef,Chef," Fancy Feast <span style=""color: #FF0000"">Chef </span>Inspired Cat Adored Every Silky Broth Every impeccable paté Every delicious",-12.058089,-2.5652418,5.0077314,0.08021887289962168,0.20241720231271956,106.87628282111594,21.63359816223326
0-low-CTR,Feast◊PROPN,-0.09523703164215866,2.0,717381347,0-low-CTR,0-low-CTR,Feast,PROPN,Feast,Feast,"you and your cat closer together. Fancy <span style=""color: #FF0000"">Feast </span>Love is in the details.<br> Fancy <span style=""color: #FF0000"">Feast </span>Chef Inspired Cat Adored Every Silky Broth Every impeccable paté Every delicious",-12.452433,-2.3457692,4.6495557,0.09523703164215866,0.20241720231271956,106.87628282111594,21.63359816223326
0-low-CTR,Broth◊PROPN,-0.10301335065034506,1.0,717381347,0-low-CTR,0-low-CTR,Broth,PROPN,Broth,Broth,"Feast Chef Inspired Cat Adored Every Silky <span style=""color: #FF0000"">Broth </span>Every impeccable paté Every delicious detail brings",-11.251821,-1.9336859,4.838767,0.10301335065034506,0.20241720231271956,106.87628282111594,21.63359816223326
0-low-CTR,Cat◊PROPN,-0.10438010216913776,1.0,717381347,0-low-CTR,0-low-CTR,Cat,PROPN,Cat,Cat," Fancy Feast Chef Inspired <span style=""color: #FF0000"">Cat </span>Adored Every Silky Broth Every impeccable paté Every delicious",-11.658733,-3.7398024,4.75558,0.10438010216913776,0.20241720231271956,106.87628282111594,21.63359816223326
0-low-CTR,Silky◊PROPN,-0.10914321534777485,1.0,717381347,0-low-CTR,0-low-CTR,Silky,PROPN,Silky,Silky,"Fancy Feast Chef Inspired Cat Adored Every <span style=""color: #FF0000"">Silky </span>Broth Every impeccable paté Every delicious detail",-12.101596,-2.0053427,4.361652,0.10914321534777485,0.20241720231271956,106.87628282111594,21.63359816223326
0-low-CTR,Cat◊PROPN,-0.022567247750128253,1.0,719173478,0-low-CTR,0-low-CTR,Cat,PROPN,Cat,Cat,"feast. Chef inspired? Yeah. <span style=""color: #FF0000"">Cat </span>adored. To get away the happiest",-12.145832,-2.5987444,5.152586,0.022567247750128253,0.20241720231271956,106.87628282111594,21.63359816223326
0-low-CTR,Chef◊PROPN,-0.036742494334471916,1.0,719173478,0-low-CTR,0-low-CTR,Chef,PROPN,Chef,Chef,"me every day. Fancy feast. <span style=""color: #FF0000"">Chef </span>inspired? Yeah. Cat adored.",-12.20505,-2.091632,5.354066,0.036742494334471916,0.20241720231271956,106.87628282111594,21.63359816223326
0-low-CTR,Fancy◊PROPN,-0.15769251772697082,3.0,719173478,0-low-CTR,0-low-CTR,Fancy,PROPN,Fancy,Fancy," You show me every day. <span style=""color: #FF0000"">Fancy </span>feast. Chef inspired? Yeah.<br>you and your cat closer together. <span style=""color: #FF0000"">Fancy </span>feast. Love is in the details<br>the details. Fancy feast. Love is in the details. <span style=""color: #FF0000"">Fancy </span>feast.",-12.347707,-1.6408397,5.3053613,0.15769251772697082,0.20241720231271956,106.87628282111594,21.63359816223326
0-low-CTR,Charlie◊PROPN,-0.03469964896787991,1.0,721582008,0-low-CTR,0-low-CTR,Charlie,PROPN,Charlie,Charlie,", it's proven natural nutrition supports <span style=""color: #FF0000"">Charlie</span>'s strong immune system and genders healthy",-10.40202,-4.3324437,1.7037698,0.03469964896787991,0.20241720231271956,106.87628282111594,21.63359816223326
0-low-CTR,Morning◊PROPN,-0.051415442552517746,1.0,716961578,0-low-CTR,0-low-CTR,Morning,PROPN,Morning,Morning," <span style=""color: #FF0000"">Morning</span>, noon, night. Indulgent, delicious, irresistible. Fancy Feast",-4.0571117,2.603461,2.9675999,0.051415442552517746,0.20241720231271956,106.87628282111594,21.63359816223326
0-low-CTR,chow◊PROPN,0.17098001708651972,3.0,716247253,0-low-CTR,0-low-CTR,chow,PROPN,chow,chow,"be simple. That's why dog <span style=""color: #FF0000"">chow </span>is made with high quality protein and<br>high quality protein and no fillers. Purina dog <span style=""color: #FF0000"">chow</span>, keep life simple.<br> And dog <span style=""color: #FF0000"">chow</span>, we believe helping dogs live their best life. Should",-0.7142998,4.4868298,1.2672186,0.17098001708651972,0.20241720231271956,106.87628282111594,21.63359816223326
1-high-CTR,Purina◊PROPN,-0.3209363193252295,3.0,1173932073566770,0-low-CTR,1-high-CTR,Purina,PROPN,Purina,Purina," <span style=""color: #FF0000"">Purina </span>is dedicated to pets, people, and planet Earth. And to<br>promote recycling, they have launched the <span style=""color: #FF0000"">Purina </span>Recycles Challenge. I'm trying to<br>is gonna be pretty challenging. <span style=""color: #FF0000"">Purina </span>will be donating $10 for every",3.3462508,1.20685,3.6452634,0.3209363193252295,0.20241720231271956,106.87628282111594,21.63359816223326
0-low-CTR,Risky◊PROPN,-0.25363176250247627,1.0,716231617,0-low-CTR,0-low-CTR,Risky,PROPN,Risky,Risky," <span style=""color: #FF0000"">Risky</span>'s world, the perfect reminder that life's more fun and the",-5.012925,5.227937,2.0223904,0.25363176250247627,0.20241720231271956,106.87628282111594,21.63359816223326
0-low-CTR,Smokey◊PROPN,-0.15215119044333694,1.0,671837184905609,0-low-CTR,0-low-CTR,Smokey,PROPN,Smokey,Smokey," Who is Baggan? <span style=""color: #FF0000"">Smokey </span>Baggan. Maybe Baggan. Jasty Baggan. Baggan",-3.6327102,3.39995,2.995145,0.15215119044333694,0.20241720231271956,106.87628282111594,21.63359816223326
0-low-CTR,Baggan◊PROPN,-0.9027000417607917,5.0,671837184905609,0-low-CTR,0-low-CTR,Baggan,PROPN,Baggan,Baggan,"Baggan? Smokey Baggan. Maybe Baggan. Jasty <span style=""color: #FF0000"">Baggan</span>. Baggan. No.<br> Who is Baggan? Smokey <span style=""color: #FF0000"">Baggan</span>. Maybe Baggan. Jasty Baggan. Baggan<br> Who is <span style=""color: #FF0000"">Baggan</span>? Smokey Baggan. Maybe Baggan. Jasty Baggan. Baggan<br>is Baggan? Smokey Baggan. Maybe <span style=""color: #FF0000"">Baggan</span>. Jasty Baggan. Baggan. No<br>Baggan? Smokey Baggan. Maybe Baggan. Jasty Baggan. <span style=""color: #FF0000"">Baggan</span>. No.",-2.5025678,4.664572,2.4499173,0.9027000417607917,0.20241720231271956,106.87628282111594,21.63359816223326
0-low-CTR,factorsóg◊PROPN,-0.2434793862601396,1.0,683098616978291,0-low-CTR,0-low-CTR,factorsóg,PROPN,factorsóg,factorsóg,"u <span style=""color: #FF0000"">factorsóg </span>plays Interior Animal Animal Animal Animal Animal Animal Animal Animal Animal",-1.0998682,4.500302,3.4900076,0.2434793862601396,0.20241720231271956,106.87628282111594,21.63359816223326
0-low-CTR,Animal◊PROPN,-2.5125950148604326,9.0,683098616978291,0-low-CTR,0-low-CTR,Animal,PROPN,Animal,Animal,"Animal <span style=""color: #FF0000"">Animal</span><br>u factorsóg plays Interior Animal Animal <span style=""color: #FF0000"">Animal </span>Animal Animal Animal Animal Animal Animal<br>u factorsóg plays Interior <span style=""color: #FF0000"">Animal </span>Animal Animal Animal Animal Animal Animal Animal Animal<br><span style=""color: #FF0000"">Animal </span>Animal<br>u factorsóg plays Interior Animal <span style=""color: #FF0000"">Animal </span>Animal Animal Animal Animal Animal Animal Animal<br>Animal Animal",-4.5113244,2.5242474,1.6833794,2.5125950148604326,0.20241720231271956,106.87628282111594,21.63359816223326
0-low-CTR,Purina◊PROPN,-0.4912621833668923,1.0,702906737,0-low-CTR,0-low-CTR,Purina,PROPN,Purina,Purina," For over 50 years, <span style=""color: #FF0000"">Purina </span>Cat Show has been helping cats feel at",-5.011061,4.4792175,3.3828316,0.4912621833668923,0.20241720231271956,106.87628282111594,21.63359816223326
0-low-CTR,America◊PROPN,-0.5890663398174607,1.0,702906737,0-low-CTR,0-low-CTR,America,PROPN,America,America,"the number one dry cat food in <span style=""color: #FF0000"">America</span>. Come home to Cat Show.",-5.3945913,4.011074,0.31780043,0.5890663398174607,0.20241720231271956,106.87628282111594,21.63359816223326
0-low-CTR,Show◊PROPN,-0.713328691689066,2.0,702906737,0-low-CTR,0-low-CTR,Show,PROPN,Show,Show,"For over 50 years, Purina Cat <span style=""color: #FF0000"">Show </span>has been helping cats feel at home<br>the number one dry cat food in America. Come home to Cat <span style=""color: #FF0000"">Show</span>.",-6.676642,4.4627733,2.678312,0.713328691689066,0.20241720231271956,106.87628282111594,21.63359816223326
0-low-CTR,Cat◊PROPN,-0.7732089367672818,2.0,702906737,0-low-CTR,0-low-CTR,Cat,PROPN,Cat,Cat,"the number one dry cat food in America. Come home to <span style=""color: #FF0000"">Cat </span>Show.<br> For over 50 years, Purina <span style=""color: #FF0000"">Cat </span>Show has been helping cats feel at",-5.82751,4.962337,3.3458633,0.7732089367672818,0.20241720231271956,106.87628282111594,21.63359816223326
0-low-CTR,Morning◊PROPN,-0.012543914436971062,1.0,702913403,0-low-CTR,0-low-CTR,Morning,PROPN,Morning,Morning," <span style=""color: #FF0000"">Morning</span>, noon, night. Indulgent, delicious, irresistible. Fancy Feast",-4.0571117,2.603461,2.9675999,0.012543914436971062,0.20241720231271956,106.87628282111594,21.63359816223326
0-low-CTR,Fancy◊PROPN,-0.17313263129675419,2.0,702913403,0-low-CTR,0-low-CTR,Fancy,PROPN,Fancy,Fancy,". Indulgent, delicious, irresistible. <span style=""color: #FF0000"">Fancy </span>Feast makes delighting your cat delightfully easy<br>fancy way to show your love. <span style=""color: #FF0000"">Fancy </span>Feast, give your cat the world",-5.9437437,2.7264287,3.9861946,0.17313263129675419,0.20241720231271956,106.87628282111594,21.63359816223326
0-low-CTR,Feast◊PROPN,-0.2867357759927669,2.0,702913403,0-low-CTR,0-low-CTR,Feast,PROPN,Feast,Feast,"Indulgent, delicious, irresistible. Fancy <span style=""color: #FF0000"">Feast </span>makes delighting your cat delightfully easy.<br>way to show your love. Fancy <span style=""color: #FF0000"">Feast</span>, give your cat the world with",-5.8074403,2.500021,2.9195354,0.2867357759927669,0.20241720231271956,106.87628282111594,21.63359816223326
0-low-CTR,Lady◊PROPN,0.4613940355144614,1.0,705996318,0-low-CTR,0-low-CTR,Lady,PROPN,Lady,Lady,"It's Megan! Smoky Megan. <span style=""color: #FF0000"">Lady </span>Megan. Tasty Megan. Megan!",-2.807488,3.548029,3.5649104,0.4613940355144614,0.20241720231271956,106.87628282111594,21.63359816223326
0-low-CTR,Flavor◊PROPN,-0.1232943337903302,1.0,705996318,0-low-CTR,0-low-CTR,Flavor,PROPN,Flavor,Flavor,". Dogs go bonkers for Megan. And try Megan Pizza <span style=""color: #FF0000"">Flavor</span>. Pizza!",-6.9464836,4.5479927,2.6510506,0.1232943337903302,0.20241720231271956,106.87628282111594,21.63359816223326
0-low-CTR,Smoky◊PROPN,-0.15559771880031795,1.0,705996318,0-low-CTR,0-low-CTR,Smoky,PROPN,Smoky,Smoky," Who? It's Megan! <span style=""color: #FF0000"">Smoky </span>Megan. Lady Megan. Tasty Megan",-4.501924,3.9402502,3.264058,0.15559771880031795,0.20241720231271956,106.87628282111594,21.63359816223326
0-low-CTR,Megan◊PROPN,-0.5686266104824205,7.0,705996318,0-low-CTR,0-low-CTR,Megan,PROPN,Megan,Megan,"Smoky Megan. Lady Megan. Tasty <span style=""color: #FF0000"">Megan</span>. Megan! Oh, I love<br>. Lady Megan. Tasty Megan. <span style=""color: #FF0000"">Megan</span>! Oh, I love you.<br>. Dogs go bonkers for Megan. And try <span style=""color: #FF0000"">Megan </span>Pizza Flavor. Pizza!<br>love you. Dogs go bonkers for <span style=""color: #FF0000"">Megan</span>. And try Megan Pizza Flavor.<br> Who? It's <span style=""color: #FF0000"">Megan</span>! Smoky Megan. Lady Megan. Tasty Megan<br>'s Megan! Smoky Megan. Lady <span style=""color: #FF0000"">Megan</span>. Tasty Megan. Megan! Oh<br>Who? It's Megan! Smoky <span style=""color: #FF0000"">Megan</span>. Lady Megan. Tasty Megan.",-3.684142,4.9718437,2.518046,0.5686266104824205,0.20241720231271956,106.87628282111594,21.63359816223326
0-low-CTR,Pizza◊PROPN,-0.991942952774477,2.0,705996318,0-low-CTR,0-low-CTR,Pizza,PROPN,Pizza,Pizza,". Dogs go bonkers for Megan. And try Megan Pizza Flavor. <span style=""color: #FF0000"">Pizza</span>!<br>. Dogs go bonkers for Megan. And try Megan <span style=""color: #FF0000"">Pizza </span>Flavor. Pizza!",-6.7810283,4.1601086,3.6926417,0.991942952774477,0.20241720231271956,106.87628282111594,21.63359816223326
0-low-CTR,Food◊PROPN,-0.14853629390412576,1.0,712213369857776,0-low-CTR,0-low-CTR,Food,PROPN,Food,Food," Feeding Purina Kitten <span style=""color: #FF0000"">Food </span>provides a head start to a lifetime of health because",-3.045056,2.5662358,2.8173857,0.14853629390412576,0.20241720231271956,106.87628282111594,21.63359816223326
0-low-CTR,Kitten◊PROPN,-0.17402308485123413,1.0,712213369857776,0-low-CTR,0-low-CTR,Kitten,PROPN,Kitten,Kitten," Feeding Purina <span style=""color: #FF0000"">Kitten </span>Food provides a head start to a lifetime of health because",-2.9553795,2.9599903,3.138932,0.17402308485123413,0.20241720231271956,106.87628282111594,21.63359816223326
0-low-CTR,Purina◊PROPN,-0.3142308840839901,2.0,712213369857776,0-low-CTR,0-low-CTR,Purina,PROPN,Purina,Purina," Feeding <span style=""color: #FF0000"">Purina </span>Kitten Food provides a head start to a lifetime of health because<br>start to a lifetime of health because <span style=""color: #FF0000"">Purina </span>cares about what you care about.",-2.8542957,3.2165225,3.1347213,0.3142308840839901,0.20241720231271956,106.87628282111594,21.63359816223326
0-low-CTR,Lady◊PROPN,0.5078233901073264,1.0,715434141,0-low-CTR,0-low-CTR,Lady,PROPN,Lady,Lady,"It's Megan! Smoky Megan. <span style=""color: #FF0000"">Lady </span>Megan. Tasty Megan. Megan!",-2.807488,3.548029,3.5649104,0.5078233901073264,0.20241720231271956,106.87628282111594,21.63359816223326
0-low-CTR,Flavor◊PROPN,-0.055210494470941444,1.0,715434141,0-low-CTR,0-low-CTR,Flavor,PROPN,Flavor,Flavor,". Dogs go bonkers for Megan. And try Megan Pizza <span style=""color: #FF0000"">Flavor</span>. Pizza!",-6.9464836,4.5479927,2.6510506,0.055210494470941444,0.20241720231271956,106.87628282111594,21.63359816223326
0-low-CTR,Smoky◊PROPN,-0.13927287701499866,1.0,715434141,0-low-CTR,0-low-CTR,Smoky,PROPN,Smoky,Smoky," Who? It's Megan! <span style=""color: #FF0000"">Smoky </span>Megan. Lady Megan. Tasty Megan",-4.501924,3.9402502,3.264058,0.13927287701499866,0.20241720231271956,106.87628282111594,21.63359816223326
0-low-CTR,Pizza◊PROPN,-1.117160426405734,2.0,715434141,0-low-CTR,0-low-CTR,Pizza,PROPN,Pizza,Pizza,". Dogs go bonkers for Megan. And try Megan Pizza Flavor. <span style=""color: #FF0000"">Pizza</span>!<br>. Dogs go bonkers for Megan. And try Megan <span style=""color: #FF0000"">Pizza </span>Flavor. Pizza!",-6.7810283,4.1601086,3.6926417,1.117160426405734,0.20241720231271956,106.87628282111594,21.63359816223326
0-low-CTR,Purina◊PROPN,-0.4162743090451648,1.0,715444542,0-low-CTR,0-low-CTR,Purina,PROPN,Purina,Purina," For over 50 years, <span style=""color: #FF0000"">Purina </span>Cat Show has been helping cats feel at",-5.011061,4.4792175,3.3828316,0.4162743090451648,0.20241720231271956,106.87628282111594,21.63359816223326
0-low-CTR,America◊PROPN,-0.5366187401034301,1.0,715444542,0-low-CTR,0-low-CTR,America,PROPN,America,America,"the number one dry cat food in <span style=""color: #FF0000"">America</span>. Come home to Cat Show.",-5.3945913,4.011074,0.31780043,0.5366187401034301,0.20241720231271956,106.87628282111594,21.63359816223326
0-low-CTR,Show◊PROPN,-0.6855585313040511,2.0,715444542,0-low-CTR,0-low-CTR,Show,PROPN,Show,Show,"For over 50 years, Purina Cat <span style=""color: #FF0000"">Show </span>has been helping cats feel at home<br>the number one dry cat food in America. Come home to Cat <span style=""color: #FF0000"">Show</span>.",-6.676642,4.4627733,2.678312,0.6855585313040511,0.20241720231271956,106.87628282111594,21.63359816223326
0-low-CTR,Cat◊PROPN,-0.8013226712104984,2.0,715444542,0-low-CTR,0-low-CTR,Cat,PROPN,Cat,Cat,"the number one dry cat food in America. Come home to <span style=""color: #FF0000"">Cat </span>Show.<br> For over 50 years, Purina <span style=""color: #FF0000"">Cat </span>Show has been helping cats feel at",-5.82751,4.962337,3.3458633,0.8013226712104984,0.20241720231271956,106.87628282111594,21.63359816223326
0-low-CTR,chow◊PROPN,0.12327233045605174,3.0,716108508,0-low-CTR,0-low-CTR,chow,PROPN,chow,chow,"be simple. That's why dog <span style=""color: #FF0000"">chow </span>is made with high quality protein and<br>high quality protein and no fillers. Purina dog <span style=""color: #FF0000"">chow</span>, keep life simple.<br> And dog <span style=""color: #FF0000"">chow</span>, we believe helping dogs live their best life. Should",-0.7142998,4.4868298,1.2672186,0.12327233045605174,0.20241720231271956,106.87628282111594,21.63359816223326
0-low-CTR,Purina◊PROPN,-0.06044175906461954,1.0,716108508,0-low-CTR,0-low-CTR,Purina,PROPN,Purina,Purina,"high quality protein and no fillers. <span style=""color: #FF0000"">Purina </span>dog chow, keep life simple.",-2.7115746,4.605026,3.2929118,0.06044175906461954,0.20241720231271956,106.87628282111594,21.63359816223326
0-low-CTR,Risky◊PROPN,-0.0016857095403273994,1.0,728328294,0-low-CTR,0-low-CTR,Risky,PROPN,Risky,Risky," <span style=""color: #FF0000"">Risky</span>'s world, the perfect reminder that life's more fun and the",-10.381301,-2.4053655,3.544563,0.0016857095403273994,0.20241720231271956,106.87628282111594,21.63359816223326
0-low-CTR,chow◊PROPN,-0.06391195720456598,3.0,728983851,0-low-CTR,0-low-CTR,chow,PROPN,chow,chow,"be simple. That's why dog <span style=""color: #FF0000"">chow </span>is made with high quality protein and<br>high quality protein and no fillers. Purina dog <span style=""color: #FF0000"">chow</span>, keep life simple.<br> And dog <span style=""color: #FF0000"">chow</span>, we believe helping dogs live their best life. Should",-10.609962,-2.7116876,1.0399066,0.06391195720456598,0.20241720231271956,106.87628282111594,21.63359816223326
0-low-CTR,Purina◊PROPN,-0.11380814478990454,1.0,728983851,0-low-CTR,0-low-CTR,Purina,PROPN,Purina,Purina,"high quality protein and no fillers. <span style=""color: #FF0000"">Purina </span>dog chow, keep life simple.",-11.748591,-2.54213,4.7128563,0.11380814478990454,0.20241720231271956,106.87628282111594,21.63359816223326
0-low-CTR,sabemos◊PROPN,0.09936077909398867,1.0,729055683,0-low-CTR,0-low-CTR,sabemos,PROPN,sabemos,sabemos," En Benefo <span style=""color: #FF0000"">sabemos </span>que una vida plena no es casualidad. Esto es la",-0.9618123,1.6793973,-1.1570411,0.09936077909398867,0.20241720231271956,106.87628282111594,21.63359816223326
